lemma,level,source
eagle,B2,cefrj
ear,A1,cefrj
earache,B1,cefrj
early,A1,cefrj
earn,A2,cefrj
earnest,B1,cefrj
earnings,B2,cefrj
earring,A2,cefrj
earth,A2,cefrj
earthquake,A2,cefrj
ease,B2,cefrj
easily,A2,cefrj
east,A2,cefrj
eastern,B1,cefrj
eastward,B2,cefrj
easy,A1,cefrj
easy-going,B1,cefrj
easygoing,B1,cefrj
eat,A1,cefrj
ebb,C2,octanove
eccentric,C1,octanove
eccentrically,C1,octanove
eccentricity,C2,octanove
echo,C2,octanove
echolocate,C2,octanove
echolocation,C2,octanove
eclectic,C1,octanove
eclectically,C1,octanove
eco,B1,cefrj
ecological,B1,cefrj
ecologically,B2,cefrj
ecologist,B2,cefrj
ecology,B1,cefrj
economic,B1,cefrj
economical,B2,cefrj
economics,B1,cefrj
economise,C2,octanove
economist,B2,cefrj
economize,C2,octanove
economy,B1,cefrj
ecosystem,B1,cefrj
ecotourism,C2,octanove
ecstasy,B1,cefrj
ecstatic,B2,cefrj
ecstatically,C1,octanove
edge,B1,cefrj
edification,C2,octanove
edifice,C2,octanove
edify,C2,octanove
edit,B2,cefrj
edition,B1,cefrj
editor,A2,cefrj
editorial,B2,cefrj
educate,B1,cefrj
educated,B2,cefrj
education,A2,cefrj
educational,A2,cefrj
educator,B2,cefrj
effect,A2,cefrj
effective,B1,cefrj
effectively,B2,cefrj
effectiveness,B2,cefrj
efficiency,B1,cefrj
efficient,B1,cefrj
effort,A2,cefrj
effortless,C1,octanove
egalitarian,C2,octanove
egg,A1,cefrj
ego,C1,octanove
eight,A1,cefrj
eighteen,A1,cefrj
eighty,A1,cefrj
either,A1,cefrj
elaborate,C1,octanove
elaboration,C1,octanove
elastic,C1,octanove
elasticity,C2,octanove
elated,C2,octanove
elation,C2,octanove
elbow,B1,cefrj
elderly,A2,cefrj
elect,B2,cefrj
election,B1,cefrj
elective,B2,cefrj
electric,A2,cefrj
electrical,B1,cefrj
electrician,B2,cefrj
electricity,B1,cefrj
electrode,C2,octanove
electron,B1,cefrj
electronic,B1,cefrj
electronically,B2,cefrj
electronics,B2,cefrj
elegance,B2,cefrj
elegant,B2,cefrj
elegantly,B2,cefrj
element,B1,cefrj
elemental,B2,cefrj
elementary,A1,cefrj
elephant,A2,cefrj
elephantine,C2,octanove
elevate,C1,octanove
elevation,C1,octanove
elevator,A2,cefrj
eleven,A1,cefrj
eligible,B2,cefrj
eliminate,B1,cefrj
elite,B2,cefrj
elitist,C1,octanove
elongate,C1,octanove
eloquence,B2,cefrj
eloquent,B2,cefrj
else,A1,cefrj
elsewhere,A2,cefrj
elude,C1,octanove
elusive,C1,octanove
email,A1,cefrj
embark,C1,octanove
embarrass,B1,cefrj
embarrassed,B1,cefrj
embarrassing,A2,cefrj
embarrassment,B1,cefrj
embassy,B2,cefrj
embed,C2,octanove
embodiment,C2,octanove
embody,C2,octanove
embrace,B2,cefrj
emerge,B1,cefrj
emergence,B2,cefrj
emergency,A2,cefrj
eminence,C2,octanove
eminent,C2,octanove
emolument,C2,octanove
emotion,B1,cefrj
emotional,B1,cefrj
emotionally,B1,cefrj
emperor,B1,cefrj
emphasis,B1,cefrj
emphasize,B1,cefrj
emphatically,B2,cefrj
empire,B1,cefrj
employ,B2,cefrj
employee,B2,cefrj
employer,B2,cefrj
employment,B1,cefrj
empty,A2,cefrj
emulate,C2,octanove
emulation,C2,octanove
emulsification,C2,octanove
emulsifier,C2,octanove
emulsify,C2,octanove
enable,B1,cefrj
enabler,C2,octanove
enclose,B1,cefrj
encompass,C2,octanove
encounter,B1,cefrj
encourage,A2,cefrj
encouragement,B1,cefrj
encouraging,B1,cefrj
encumber,C2,octanove
encumbrance,C2,octanove
encyclopaedia,B1,cefrj
encyclopedia,B1,cefrj
end,A1,cefrj
endanger,B1,cefrj
endangered,A2,cefrj
endeavor,B2,cefrj
endeavour,B2,cefrj
ending,A2,cefrj
endless,B1,cefrj
endlessly,B2,cefrj
endorse,B2,cefrj
endorsement,C1,octanove
endurance,B2,cefrj
endure,B1,cefrj
enduring,B2,cefrj
enduringly,C2,octanove
enemy,B1,cefrj
energetic,A2,cefrj
energy,B2,cefrj
enforce,B2,cefrj
engage,B1,cefrj
engaged,B1,cefrj
engagement,B2,cefrj
engender,C2,octanove
engine,B1,cefrj
engineer,A1,cefrj
engineering,B1,cefrj
englishman,B1,cefrj
engross,C1,octanove
engrossing,C1,octanove
engulf,B2,cefrj
enhance,B2,cefrj
enjoy,A1,cefrj
enjoyable,B1,cefrj
enjoyment,B1,cefrj
enormous,A2,cefrj
enormously,C1,octanove
enough,A2,cefrj
enquire,B2,cefrj
enquiry,B1,cefrj
enrich,B1,cefrj
enrol,B2,cefrj
enroll,B2,cefrj
ensure,B1,cefrj
enter,A2,cefrj
enterprise,B2,cefrj
enterprising,C1,octanove
entertain,B1,cefrj
entertainer,B1,cefrj
entertaining,B2,cefrj
entertainment,A2,cefrj
enthuse,C2,octanove
enthusiasm,B1,cefrj
enthusiast,B1,cefrj
enthusiastic,B1,cefrj
enthusiastically,B2,cefrj
entire,B1,cefrj
entirely,B1,cefrj
entitle,B2,cefrj
entrance,A2,cefrj
entrepreneur,B2,cefrj
entry,B1,cefrj
envelope,A2,cefrj
enviable,C1,octanove
environment,B2,cefrj
environmental,B1,cefrj
environmentalist,B1,cefrj
environmentally,B2,cefrj
envisage,C1,octanove
envy,A2,cefrj
ephemera,C2,octanove
ephemeral,C2,octanove
ephemerality,C2,octanove
episode,A2,cefrj
epoxy,C2,octanove
equable,C2,octanove
equal,B1,cefrj
equality,B1,cefrj
equally,B1,cefrj
equation,B2,cefrj
equilibrium,C2,octanove
equip,B2,cefrj
equipment,B1,cefrj
equity,B2,cefrj
era,B1,cefrj
erect,B2,cefrj
error,A2,cefrj
erupt,B2,cefrj
eruption,B2,cefrj
escalator,A2,cefrj
escape,A2,cefrj
especially,A2,cefrj
essay,A2,cefrj
essayist,B2,cefrj
essence,B1,cefrj
essential,B1,cefrj
essentially,B2,cefrj
establish,A2,cefrj
establishment,B1,cefrj
estate,B2,cefrj
estimate,B1,cefrj
estimated,B2,cefrj
estimation,C1,octanove
etch,C2,octanove
etching,C2,octanove
eternal,B1,cefrj
eternally,B2,cefrj
eternity,B1,cefrj
ethic,B2,cefrj
ethical,C1,octanove
ethically,C1,octanove
ethnic,B2,cefrj
ethos,C2,octanove
euphemism,C2,octanove
euphemistic,C2,octanove
euphemistically,C2,octanove
euphoria,C2,octanove
euphoric,C2,octanove
euphorically,C2,octanove
euro,A2,cefrj
evacuate,B2,cefrj
evacuation,B2,cefrj
evaluate,B2,cefrj
evaluation,B2,cefrj
even,A2,cefrj
evening,A1,cefrj
evenly,B1,cefrj
event,A1,cefrj
eventually,B1,cefrj
ever,A2,cefrj
everlasting,B2,cefrj
every,A1,cefrj
everybody,A1,cefrj
everyday,A1,cefrj
everyone,A1,cefrj
everything,A1,cefrj
everywhere,A1,cefrj
evidence,A2,cefrj
evident,B1,cefrj
evidently,B2,cefrj
evil,B2,cefrj
evoke,C1,octanove
evokingly,C2,octanove
evolution,B2,cefrj
evolve,B2,cefrj
ewe,C1,octanove
exact,B1,cefrj
exactly,A2,cefrj
exactness,B2,cefrj
exaggerate,B2,cefrj
exaggeration,B2,cefrj
exalt,B2,cefrj
exalted,C2,octanove
exaltedly,C2,octanove
exam,A2,cefrj
examination,B1,cefrj
examine,B1,cefrj
examinee,B2,cefrj
examiner,B1,cefrj
example,A1,cefrj
exceed,B2,cefrj
excel,B2,cefrj
excellence,B1,cefrj
excellent,A1,cefrj
except,A2,cefrj
exception,B2,cefrj
exceptional,B2,cefrj
exceptionally,B2,cefrj
excess,B1,cefrj
excessive,B2,cefrj
exchange,A2,cefrj
excited,A1,cefrj
excitedly,B1,cefrj
excitement,B1,cefrj
exciting,A1,cefrj
exclaim,B2,cefrj
exclude,B2,cefrj
exclusion,B2,cefrj
exclusive,B1,cefrj
exclusively,B2,cefrj
excursion,B2,cefrj
excuse,A1,cefrj
execute,B2,cefrj
execution,B2,cefrj
executive,B2,cefrj
exercise,A1,cefrj
exert,C1,octanove
exhaust,B2,cefrj
exhausted,B1,cefrj
exhausting,B2,cefrj
exhaustion,B2,cefrj
exhibit,B2,cefrj
exhibition,A2,cefrj
exhibitionist,C1,octanove
exhilarate,C1,octanove
exhilarating,C1,octanove
exhilaration,C1,octanove
exile,B2,cefrj
exist,A2,cefrj
existence,B1,cefrj
existing,B2,cefrj
exit,B1,cefrj
exodus,C1,octanove
exorcism,C2,octanove
exorcist,C2,octanove
exotic,B2,cefrj
exotically,C1,octanove
expand,B1,cefrj
expansion,B2,cefrj
expect,A2,cefrj
expectation,B2,cefrj
expected,B2,cefrj
expedite,C1,octanove
expedition,B2,cefrj
expense,B1,cefrj
expensive,A1,cefrj
experience,A2,cefrj
experienced,B1,cefrj
experiment,B1,cefrj
expert,A2,cefrj
expire,C1,octanove
explain,A2,cefrj
explanation,A2,cefrj
explanatory,C1,octanove
explode,B2,cefrj
exploit,B2,cefrj
exploitation,C1,octanove
exploration,B1,cefrj
explore,A2,cefrj
explorer,B2,cefrj
explosion,B1,cefrj
explosive,B2,cefrj
explosively,C1,octanove
export,B2,cefrj
expose,B1,cefrj
express,A2,cefrj
expression,A2,cefrj
expressive,B2,cefrj
exquisite,B2,cefrj
extant,C2,octanove
extend,B1,cefrj
extension,B2,cefrj
extensive,B2,cefrj
extensively,B1,cefrj
extent,B1,cefrj
exterior,C1,octanove
external,B2,cefrj
extinct,B1,cefrj
extinction,B1,cefrj
extortion,C1,octanove
extra,A2,cefrj
extract,B2,cefrj
extracurricular,C2,octanove
extraordinarily,B2,cefrj
extraordinary,B1,cefrj
extravagance,C1,octanove
extreme,B1,cefrj
extremely,A2,cefrj
exuberance,C1,octanove
exuberant,C1,octanove
exuberantly,C1,octanove
exude,C2,octanove
exultant,B2,cefrj
eye,A1,cefrj
eyebrow,B2,cefrj
eyelash,B2,cefrj
eyelid,B2,cefrj
eyesight,B1,cefrj
fabled,C2,octanove
fabric,B2,cefrj
fabricate,C2,octanove
fabrication,C2,octanove
fabulate,C2,octanove
fabulation,C2,octanove
fabulous,B2,cefrj
fabulously,C1,octanove
face,A1,cefrj
face-to-face,B1,cefrj
facial,C1,octanove
facilitate,B2,cefrj
facilitation,C1,octanove
facilities,B2,cefrj
facility,B1,cefrj
facsimile,C2,octanove
fact,A2,cefrj
faction,C1,octanove
factor,B2,cefrj
factory,A1,cefrj
faculty,B2,cefrj
fade,B1,cefrj
fail,A2,cefrj
failure,B1,cefrj
faint,B1,cefrj
fair,A1,cefrj
fairly,A2,cefrj
fairy,A1,cefrj
faith,B2,cefrj
faithful,B1,cefrj
fake,B1,cefrj
fall,A2,cefrj
fallacy,C2,octanove
fallen,B1,cefrj
false,A1,cefrj
falter,B2,cefrj
fame,B2,cefrj
familiar,A2,cefrj
familiarise,B2,cefrj
familiarize,B2,cefrj
family,A1,cefrj
famous,A1,cefrj
fan,A1,cefrj
fanatic,C1,octanove
fanatically,C1,octanove
fanciful,C1,octanove
fancy,A2,cefrj
fantastic,A2,cefrj
fantastically,B2,cefrj
fantasy,B1,cefrj
far,A2,cefrj
faraway,B1,cefrj
farce,C1,octanove
farcical,C2,octanove
fare,A2,cefrj
farewell,B1,cefrj
farm,A1,cefrj
farmer,A1,cefrj
farming,B1,cefrj
farmland,B1,cefrj
farther,B1,cefrj
farthest,B1,cefrj
fascinate,B1,cefrj
fascinated,B2,cefrj
fascinating,A2,cefrj
fascination,B2,cefrj
fashion,A2,cefrj
fashionable,B1,cefrj
fast,A1,cefrj
fasten,B1,cefrj
fat,A1,cefrj
fatal,B2,cefrj
fatality,C1,octanove
fate,B2,cefrj
father,A1,cefrj
father-in-law,B2,cefrj
fatigue,C1,octanove
fault,A2,cefrj
faulty,B2,cefrj
favor,A2,cefrj
favorable,B1,cefrj
favorably,C1,octanove
favorite,A1,cefrj
favour,A2,cefrj
favourable,B1,cefrj
favourably,C1,octanove
favourite,A1,cefrj
fax,B1,cefrj
fear,A2,cefrj
fearsome,B2,cefrj
feast,B1,cefrj
feat,B2,cefrj
feather,A2,cefrj
feature,A2,cefrj
february,A1,cefrj
federal,B2,cefrj
fee,A2,cefrj
feed,A1,cefrj
feedback,B2,cefrj
feel,A1,cefrj
feeling,A1,cefrj
feign,C2,octanove
fellow,B1,cefrj
female,A2,cefrj
fence,A2,cefrj
ferocious,C1,octanove
ferociously,C1,octanove
ferocity,C2,octanove
ferry,B1,cefrj
ferryboat,B2,cefrj
festival,A1,cefrj
festive,B1,cefrj
fetch,B1,cefrj
fete,C2,octanove
fever,A1,cefrj
feverishly,B1,cefrj
few,A2,cefrj
fiber,B2,cefrj
fibre,B2,cefrj
fiction,A2,cefrj
fictional,B2,cefrj
fiddle,C1,octanove
fiddler,C1,octanove
fiddly,C1,octanove
field,A1,cefrj
fiend,C1,octanove
fiendish,C1,octanove
fiendishly,C1,octanove
fierce,B2,cefrj
fiercely,C1,octanove
fifteen,A1,cefrj
fifth,B1,cefrj
fifty,A1,cefrj
fight,A1,cefrj
fighter,A2,cefrj
fighting,B2,cefrj
figurative,B2,cefrj
figuratively,C2,octanove
figure,A2,cefrj
file,A1,cefrj
filial,B2,cefrj
fill,A1,cefrj
filling,B1,cefrj
film,A2,cefrj
film-maker,B1,cefrj
filter,B1,cefrj
final,A2,cefrj
finally,A2,cefrj
finance,B1,cefrj
financial,B1,cefrj
financially,B2,cefrj
find,A1,cefrj
finding,B1,cefrj
fine,A1,cefrj
finely,B2,cefrj
finger,B1,cefrj
fingernail,B2,cefrj
finish,A1,cefrj
fire,A1,cefrj
firearm,B2,cefrj
firefighter,B1,cefrj
fireplace,B2,cefrj
firewall,C1,octanove
firework,B1,cefrj
firm,B1,cefrj
firmly,B1,cefrj
firmness,B2,cefrj
first,A1,cefrj
first-floor,B1,cefrj
firstly,B2,cefrj
fiscal,B2,cefrj
fish,A1,cefrj
fisherman,A2,cefrj
fishing,A1,cefrj
fissure,C1,octanove
fit,A2,cefrj
fitness,B1,cefrj
five,A1,cefrj
fix,A2,cefrj
fixed,B2,cefrj
fixture,C1,octanove
flag,A1,cefrj
flagging,C2,octanove
flame,B2,cefrj
flap,B2,cefrj
flash,B1,cefrj
flashback,C1,octanove
flask,C1,octanove
flat,A1,cefrj
flatout,C2,octanove
flatter,C1,octanove
flattery,C1,octanove
flavor,B1,cefrj
flavour,B1,cefrj
flaw,B2,cefrj
flawless,B2,cefrj
flax,B2,cefrj
flea,A2,cefrj
flee,B2,cefrj
fleet,B2,cefrj
flesh,B2,cefrj
flexibility,B2,cefrj
flexible,B2,cefrj
flexibly,B2,cefrj
flick,C1,octanove
flicker,C1,octanove
flight,A2,cefrj
flightiness,C2,octanove
flighty,C2,octanove
flip,B2,cefrj
flit,C2,octanove
float,A2,cefrj
flock,B1,cefrj
floe,C2,octanove
flood,A2,cefrj
floodgates,C2,octanove
floor,A1,cefrj
flour,A2,cefrj
flourish,C1,octanove
flow,B1,cefrj
flower,A1,cefrj
flu,B1,cefrj
fluctuate,C2,octanove
fluctuation,C2,octanove
fluency,B2,cefrj
fluent,B1,cefrj
fluently,B1,cefrj
fluid,B2,cefrj
flunk,B1,cefrj
flute,B1,cefrj
flutter,B2,cefrj
fly,A1,cefrj
focus,A1,cefrj
fog,A2,cefrj
foggy,A1,cefrj
fold,B1,cefrj
folder,A2,cefrj
folk,B1,cefrj
folktale,C1,octanove
follow,A2,cefrj
follower,B2,cefrj
following,A1,cefrj
folly,B2,cefrj
fond,B1,cefrj
fondly,B2,cefrj
fondness,B1,cefrj
food,A1,cefrj
fool,A2,cefrj
foolish,B1,cefrj
foolishly,B2,cefrj
foot,B1,cefrj
football,A1,cefrj
footballer,A2,cefrj
footnote,B2,cefrj
for,A1,cefrj
forbid,A2,cefrj
forbidden,B1,cefrj
force,A2,cefrj
forcefully,B2,cefrj
forecast,B1,cefrj
forehead,B1,cefrj
foreign,A1,cefrj
foreigner,A1,cefrj
foreman,B2,cefrj
forensic,C1,octanove
foresee,B2,cefrj
forest,A2,cefrj
forestry,B2,cefrj
forever,A2,cefrj
forfeit,C1,octanove
forfeiture,C2,octanove
forget,A1,cefrj
forgive,B1,cefrj
fork,A2,cefrj
forlorn,C2,octanove
forlornly,C2,octanove
form,A1,cefrj
formal,B1,cefrj
formality,C1,octanove
formally,B1,cefrj
format,B1,cefrj
formation,B2,cefrj
former,B1,cefrj
formerly,B2,cefrj
formidable,B2,cefrj
formidably,C2,octanove
formula,B1,cefrj
formulate,C1,octanove
forth,B1,cefrj
forthcoming,B2,cefrj
fortnight,B1,cefrj
fortunate,B1,cefrj
fortunately,A2,cefrj
fortune,A2,cefrj
forty,A1,cefrj
forward,A2,cefrj
fossil,C1,octanove
foul,B2,cefrj
found,B2,cefrj
foundation,B1,cefrj
fountain,B1,cefrj
four,A1,cefrj
fourteen,A1,cefrj
fox,B2,cefrj
fraction,C1,octanove
fractious,C2,octanove
fragment,B1,cefrj
fragmentation,C1,octanove
fragrance,B2,cefrj
frame,A2,cefrj
frank,A2,cefrj
frankly,B2,cefrj
frantically,B2,cefrj
fraud,B2,cefrj
freak,B2,cefrj
free,A1,cefrj
freedom,A2,cefrj
freely,B1,cefrj
freeze,A2,cefrj
freezer,B1,cefrj
freezing,B1,cefrj
frequency,B1,cefrj
frequent,B1,cefrj
frequently,B1,cefrj
fresh,A2,cefrj
freshman,B1,cefrj
friday,A1,cefrj
fridge,A2,cefrj
fried,A2,cefrj
friend,A1,cefrj
friendliness,B1,cefrj
friendly,B2,cefrj
friendship,A2,cefrj
frigate,B2,cefrj
fright,B1,cefrj
frighten,A2,cefrj
frightened,A2,cefrj
frightening,A2,cefrj
frog,A1,cefrj
frolic,C2,octanove
from,A1,cefrj
front,A1,cefrj
frontier,B2,cefrj
frost,B1,cefrj
frostily,C1,octanove
frosty,C1,octanove
frozen,B1,cefrj
frugal,B2,cefrj
fruit,A1,cefrj
fruition,C2,octanove
frustrated,B1,cefrj
frustration,B1,cefrj
fry,A2,cefrj
fuel,B1,cefrj
fulfil,B2,cefrj
fulfill,B2,cefrj
full,A1,cefrj
full-time,B1,cefrj
fully,A2,cefrj
fume,B2,cefrj
fun,A1,cefrj
function,A2,cefrj
functional,B2,cefrj
functionality,B2,cefrj
fund,B1,cefrj
fundamental,B2,cefrj
funeral,B1,cefrj
funk,B2,cefrj
funky,B2,cefrj
funny,A1,cefrj
fur,B1,cefrj
furious,B2,cefrj
furiously,B2,cefrj
furnish,B1,cefrj
furniture,A2,cefrj
furor,B2,cefrj
furore,B2,cefrj
further,A2,cefrj
furthermore,B1,cefrj
furthest,B1,cefrj
fuse,C1,octanove
fusion,C1,octanove
fuss,B1,cefrj
future,A1,cefrj
gadget,C1,octanove
gaiety,B2,cefrj
gain,B1,cefrj
gale,C2,octanove
gall,B1,cefrj
gallery,A2,cefrj
gallon,B1,cefrj
gambit,C2,octanove
gambling,B2,cefrj
game,A1,cefrj
gamely,C1,octanove
gang,B2,cefrj
gangster,B2,cefrj
gaol,B1,cefrj
gap,B1,cefrj
gape,C1,octanove
garage,A2,cefrj
garbage,A1,cefrj
garden,A1,cefrj
gardener,B2,cefrj
gardening,B1,cefrj
garlic,A2,cefrj
garment,B1,cefrj
gas,A2,cefrj
gasp,B2,cefrj
gate,A2,cefrj
gateway,B2,cefrj
gather,A2,cefrj
gauche,C2,octanove
gaudy,B2,cefrj
gay,B1,cefrj
gaze,B2,cefrj
gear,B2,cefrj
gee,B1,cefrj
gem,C1,octanove
gender,A2,cefrj
gene,B1,cefrj
general,B1,cefrj
generalisation,B2,cefrj
generalise,B2,cefrj
generalization,B2,cefrj
generalize,B2,cefrj
generally,B1,cefrj
generate,B1,cefrj
generation,A2,cefrj
generosity,B2,cefrj
generous,B1,cefrj
generously,B2,cefrj
genetic,B1,cefrj
genetically,B1,cefrj
genetics,B1,cefrj
genius,B2,cefrj
genome,C1,octanove
genomic,C2,octanove
genomically,C2,octanove
genre,B2,cefrj
gentle,A2,cefrj
gentleman,B1,cefrj
gently,B2,cefrj
genuine,B2,cefrj
genuinely,B2,cefrj
geographic,B2,cefrj
geographical,B1,cefrj
geography,B1,cefrj
geological,C1,octanove
geologically,C1,octanove
geology,B1,cefrj
germ,B2,cefrj
gesture,B1,cefrj
get,A1,cefrj
getaway,B2,cefrj
ghetto,B2,cefrj
ghost,A1,cefrj
ghostly,C1,octanove
giant,B1,cefrj
gift,A1,cefrj
gifted,B1,cefrj
gig,C1,octanove
giggle,B1,cefrj
ginger,B1,cefrj
giraffe,B1,cefrj
girl,A1,cefrj
girlfriend,A1,cefrj
give,A1,cefrj
giveaway,B2,cefrj
given,A2,cefrj
glacis,B2,cefrj
glad,A1,cefrj
glamorous,B2,cefrj
glamourous,B2,cefrj
glance,B1,cefrj
glare,B2,cefrj
glass,A1,cefrj
glasses,A1,cefrj
gleam,B2,cefrj
glean,C1,octanove
glee,B2,cefrj
glide,B1,cefrj
glimpse,B1,cefrj
glint,B1,cefrj
glitz,C2,octanove
glitzy,C2,octanove
global,B1,cefrj
globally,B2,cefrj
globe,A2,cefrj
glocal,B2,cefrj
gloomy,B2,cefrj
glorify,B2,cefrj
glorious,B1,cefrj
glory,B1,cefrj
glove,A2,cefrj
glow,B2,cefrj
glum,C1,octanove
glumly,C1,octanove
gnaw,C1,octanove
go,A1,cefrj
goal,A1,cefrj
goalkeeper,B1,cefrj
goat,B2,cefrj
god,B2,cefrj
goddess,B1,cefrj
godly,B2,cefrj
gold,A1,cefrj
golden,A2,cefrj
golf,A2,cefrj
golfer,B1,cefrj
good,A1,cefrj
good-looking,A2,cefrj
goodness,B1,cefrj
goods,B1,cefrj
goodwill,B2,cefrj
gook,B2,cefrj
goose,C1,octanove
gorge,B2,cefrj
gorgeous,B1,cefrj
gorilla,B1,cefrj
gossip,B1,cefrj
gourmet,C1,octanove
gout,C2,octanove
govern,B1,cefrj
government,A2,cefrj
governmental,B2,cefrj
governor,B1,cefrj
gown,B1,cefrj
grab,B1,cefrj
grace,A2,cefrj
graceful,B1,cefrj
gracefulness,B2,cefrj
grade,A1,cefrj
gradual,B2,cefrj
gradually,A2,cefrj
graduate,A2,cefrj
graduation,B1,cefrj
graft,C1,octanove
grain,B2,cefrj
gram,A2,cefrj
grammar,A1,cefrj
gramme,A2,cefrj
grand,B2,cefrj
grandchild,A2,cefrj
granddad,A2,cefrj
granddaughter,A2,cefrj
grandfather,A1,cefrj
grandma,A1,cefrj
grandmother,A1,cefrj
grandpa,A1,cefrj
grandparent,A1,cefrj
grandson,A2,cefrj
granny,A2,cefrj
grant,B1,cefrj
grape,A1,cefrj
grapefruit,C1,octanove
graph,B1,cefrj
graphic,B1,cefrj
graphically,B2,cefrj
graphics,B1,cefrj
grasp,B2,cefrj
grass,A1,cefrj
grateful,A2,cefrj
gratitude,B1,cefrj
grave,B1,cefrj
gravestone,B2,cefrj
gravitate,C2,octanove
gravitation,B2,cefrj
gravitational,C2,octanove
gravitationally,C2,octanove
gravy,B1,cefrj
gray,A1,cefrj
great,A1,cefrj
greatly,A2,cefrj
greatness,B2,cefrj
greedy,A2,cefrj
green,A1,cefrj
greenhouse,B1,cefrj
greet,A1,cefrj
greeting,B1,cefrj
grey,A1,cefrj
grief,B2,cefrj
grievance,C2,octanove
grieve,B2,cefrj
grill,B1,cefrj
grilled,A2,cefrj
grim,B2,cefrj
grin,B2,cefrj
grip,B2,cefrj
groom,B1,cefrj
gross,B2,cefrj
ground,A1,cefrj
grounds,C1,octanove
group,A1,cefrj
grouping,B1,cefrj
grow,A1,cefrj
growing,B2,cefrj
grown-up,B2,cefrj
growth,B1,cefrj
gruelling,C1,octanove
gruesome,C1,octanove
gruesomely,C1,octanove
grumble,C1,octanove
guarantee,B1,cefrj
guard,A2,cefrj
guerrilla,B2,cefrj
guess,A1,cefrj
guest,A1,cefrj
guidance,B1,cefrj
guide,B1,cefrj
guidebook,A2,cefrj
guideline,B2,cefrj
guilt,B1,cefrj
guilty,B1,cefrj
guitar,A1,cefrj
guitarist,B1,cefrj
gulp,B2,cefrj
gum,B2,cefrj
gun,A2,cefrj
gunshot,B2,cefrj
gush,C1,octanove
gushing,C1,octanove
gushingly,C1,octanove
gusto,C1,octanove
guts,B2,cefrj
gutsy,C1,octanove
guy,A1,cefrj
gym,B1,cefrj
gymnastic,B2,cefrj
gymnastics,B1,cefrj
gypsy,C1,octanove
habit,A1,cefrj
habitant,B2,cefrj
habitat,B1,cefrj
habitation,C2,octanove
hack,C1,octanove
had,A1,cefrj
haggle,C1,octanove
hail,B2,cefrj
hair,A1,cefrj
haircut,A1,cefrj
hairdresser,B1,cefrj
hairdryer,B1,cefrj
hairy,B2,cefrj
half,A1,cefrj
half-price,A2,cefrj
hall,A1,cefrj
ham,A2,cefrj
hamburger,A1,cefrj
hammer,B1,cefrj
hamper,C2,octanove
hand,A1,cefrj
hand-held,B1,cefrj
handbag,A2,cefrj
handball,B1,cefrj
handicap,B2,cefrj
handicapped,A2,cefrj
handicraft,B2,cefrj
handkerchief,B1,cefrj
handle,A2,cefrj
handout,B2,cefrj
handrail,B2,cefrj
handshake,B1,cefrj
handsome,A1,cefrj
handwriting,B1,cefrj
handy,B1,cefrj
hang,B1,cefrj
hanging,B1,cefrj
haphazard,C2,octanove
haphazardly,C2,octanove
hapless,C2,octanove
happen,A1,cefrj
happenstance,C2,octanove
happily,A2,cefrj
happiness,A2,cefrj
happy,A1,cefrj
harass,C1,octanove
harassment,C1,octanove
harbor,B1,cefrj
harbour,B1,cefrj
hard,A1,cefrj
hard-working,B1,cefrj
hardly,A2,cefrj
hardship,B1,cefrj
hardware,B2,cefrj
harm,A2,cefrj
harmful,A2,cefrj
harmless,B2,cefrj
harmony,A2,cefrj
harness,B1,cefrj
harrow,B2,cefrj
harvest,A2,cefrj
has,A1,cefrj
haste,B2,cefrj
hastily,B2,cefrj
hasty,B1,cefrj
hat,A1,cefrj
hatch,B1,cefrj
hatching,B2,cefrj
hate,A2,cefrj
hatred,B1,cefrj
haughtily,C2,octanove
haughty,C2,octanove
haunt,B1,cefrj
haunting,B2,cefrj
hauntingly,C2,octanove
have,A1,cefrj
haven,B1,cefrj
hay,B2,cefrj
hazard,B1,cefrj
hazardous,B2,cefrj
he,A1,cefrj
head,A1,cefrj
headache,A1,cefrj
headline,B1,cefrj
headmistress,C2,octanove
headphone,A2,cefrj
headquarters,B2,cefrj
headstrong,C1,octanove
headteacher,A2,cefrj
heal,B1,cefrj
healing,B1,cefrj
health,A1,cefrj
healthy,A1,cefrj
heap,B2,cefrj
hear,A1,cefrj
hearing,B1,cefrj
heart,A1,cefrj
heart-warming,B2,cefrj
heartbreaking,B2,cefrj
hearted,B1,cefrj
heartwarming,B2,cefrj
hearty,B1,cefrj
heat,A2,cefrj
heater,B1,cefrj
heating,A2,cefrj
heaven,B1,cefrj
heavenly,B1,cefrj
heavily,A2,cefrj
heavy,A1,cefrj
hedge,B2,cefrj
hedgehog,C1,octanove
heel,B1,cefrj
heifer,C1,octanove
height,B1,cefrj
heighten,C1,octanove
helicopter,B2,cefrj
hell,B2,cefrj
hello,A1,cefrj
helm,C2,octanove
helmet,B1,cefrj
help,A1,cefrj
helper,B2,cefrj
helpful,A2,cefrj
helpless,B1,cefrj
hemp,B2,cefrj
hence,C1,octanove
her,A1,cefrj
herald,C2,octanove
herb,B2,cefrj
herd,B1,cefrj
here,A1,cefrj
heritage,B2,cefrj
hermetic,C2,octanove
hermit,C2,octanove
hero,A2,cefrj
heroine,C1,octanove
hers,A1,cefrj
herself,A2,cefrj
hesitate,B1,cefrj
hesitation,B2,cefrj
hey,A2,cefrj
hi,A1,cefrj
